"data","valor"
17/04/2017 10:56:11,"-7,35900020599365"
17/04/2017 10:56:35,"-7,92199993133545"
17/04/2017 10:57:05,"-7,15500020980835"
17/04/2017 10:57:29,"-7,71999979019165"
17/04/2017 10:57:59,"-6,95100021362305"
17/04/2017 10:58:23,"-7,48099994659424"
17/04/2017 10:58:53,"-6,70100021362305"
17/04/2017 10:59:17,"-7,23799991607666"
17/04/2017 10:59:23,"-6,67999982833862"
17/04/2017 10:59:47,"-6,4229998588562"
17/04/2017 11:00:18,"-6,98600006103516"
17/04/2017 11:00:41,"-6,22800016403198"
17/04/2017 11:01:11,"-6,78700017929077"
17/04/2017 11:01:36,"-6,01200008392334"
17/04/2017 11:02:06,"-6,55100011825562"
17/04/2017 11:02:29,"-5,78700017929077"
17/04/2017 11:02:59,"-6,30900001525879"
17/04/2017 11:03:23,"-5,5310001373291"
17/04/2017 11:03:53,"-6,06199979782105"
17/04/2017 11:03:59,"-5,52500009536743"
17/04/2017 11:04:23,"-5,25600004196167"
17/04/2017 11:04:47,"-5,85200023651123"
17/04/2017 11:04:53,"-5,29899978637695"
17/04/2017 11:05:17,"-5,04400014877319"
17/04/2017 11:05:41,"-5,61399984359741"
17/04/2017 11:06:11,"-4,83500003814697"
17/04/2017 11:06:35,"-5,38299989700317"
17/04/2017 11:07:05,"-4,59200000762939"
17/04/2017 11:07:29,"-5,15700006484985"
17/04/2017 11:07:35,"-4,61899995803833"
17/04/2017 11:07:59,"-4,36100006103516"
17/04/2017 11:08:23,"-4,92799997329712"
17/04/2017 11:08:53,"-4,13199996948242"
17/04/2017 11:09:17,"-4,71299982070923"
17/04/2017 11:09:47,"-3,91400003433228"
17/04/2017 11:10:12,"-4,47399997711182"
17/04/2017 11:10:42,"-3,72399997711182"
17/04/2017 11:11:05,"-4,24300003051758"
17/04/2017 11:11:23,"-3,45099997520447"
17/04/2017 11:11:35,"-3,43199992179871"
17/04/2017 11:11:59,"-4,00899982452393"
17/04/2017 11:12:05,"-3,4760000705719"
17/04/2017 11:12:29,"-3,20799994468689"
17/04/2017 11:12:53,"-3,7960000038147"
17/04/2017 11:13:23,"-3,0239999294281"
17/04/2017 11:13:47,"-3,56100010871887"
17/04/2017 11:14:17,"-2,80399990081787"
17/04/2017 11:14:41,"-3,3199999332428"
17/04/2017 11:15:11,"-2,56399989128113"
17/04/2017 11:15:35,"-3,07200002670288"
17/04/2017 11:16:05,"-2,32100009918213"
17/04/2017 11:16:29,"-2,87599992752075"
17/04/2017 11:16:59,"-2,10999989509583"
17/04/2017 11:17:24,"-2,63800001144409"
17/04/2017 11:17:53,"-1,88100004196167"
17/04/2017 11:18:17,"-2,3989999294281"
17/04/2017 11:18:47,"-1,65100002288818"
17/04/2017 11:19:11,"-2,17400002479553"
17/04/2017 11:19:42,"-1,41400003433228"
17/04/2017 11:20:05,"-1,93700003623962"
17/04/2017 11:20:36,"-1,182000041008"
17/04/2017 11:20:59,"-1,72000002861023"
17/04/2017 11:21:29,"-0,97299998998642"
17/04/2017 11:21:54,"-1,48800003528595"
17/04/2017 11:22:23,"-0,728999972343445"
17/04/2017 11:22:47,"-1,22200000286102"
17/04/2017 11:23:17,"-0,481000006198883"
17/04/2017 11:23:42,"-1,02300000190735"
17/04/2017 11:24:05,"-0,252999991178513"
17/04/2017 11:24:12,"-0,24099999666214"
17/04/2017 11:24:35,"-0,797999978065491"
17/04/2017 11:25:05,"-0,050000000745058"
17/04/2017 11:25:29,"-0,572000026702881"
17/04/2017 11:25:47,"0,188999995589256"
17/04/2017 11:25:53,"-0,758000016212463"
17/04/2017 11:25:54,"-6,0789999961853"
17/04/2017 11:25:59,"-6,0789999961853"
17/04/2017 11:26:00,"-11,3739995956421"
17/04/2017 11:26:05,"-11,3739995956421"
17/04/2017 11:26:06,"-16,7110004425049"
17/04/2017 11:26:11,"-16,7110004425049"
17/04/2017 11:26:12,"-22,0590000152588"
17/04/2017 11:26:17,"-22,0590000152588"
17/04/2017 11:26:18,"-27,3770008087158"
17/04/2017 11:26:23,"-27,3770008087158"
17/04/2017 11:26:24,"-32,6829986572266"
17/04/2017 11:26:29,"-32,6829986572266"
17/04/2017 11:26:30,"-38,0400009155273"
17/04/2017 11:26:35,"-38,0400009155273"
17/04/2017 11:26:36,"-43,3489990234375"
17/04/2017 11:26:41,"-43,3489990234375"
17/04/2017 11:26:42,"-48,7120018005371"
17/04/2017 11:26:47,"-48,7120018005371"
17/04/2017 11:26:48,"-54,0229988098145"
17/04/2017 11:26:53,"-54,0229988098145"
17/04/2017 11:26:54,"-59,3429985046387"
17/04/2017 11:26:59,"-59,3429985046387"
17/04/2017 11:27:00,"-64,6920013427734"
17/04/2017 11:27:05,"-64,6920013427734"
17/04/2017 11:27:06,"-70,0599975585938"
17/04/2017 11:27:11,"-70,0599975585938"
17/04/2017 11:27:12,"-75,4130020141602"
17/04/2017 11:27:17,"-75,4130020141602"
17/04/2017 11:27:18,"-80,6949996948242"
17/04/2017 11:27:23,"-80,6949996948242"
17/04/2017 11:27:24,"-86,0619964599609"
17/04/2017 11:27:29,"-86,0619964599609"
17/04/2017 11:27:30,"-91,4459991455078"
17/04/2017 11:27:35,"-91,4459991455078"
17/04/2017 11:27:36,"-96,7850036621094"
17/04/2017 11:27:41,"-96,7850036621094"
17/04/2017 11:27:42,"-102,147003173828"
17/04/2017 11:27:47,"-102,147003173828"
17/04/2017 11:27:48,"-107,466003417969"
17/04/2017 11:27:53,"-107,466003417969"
17/04/2017 11:27:54,"-112,752998352051"
17/04/2017 11:27:59,"-112,752998352051"
17/04/2017 11:28:00,"-118,177001953125"
17/04/2017 11:28:05,"-118,177001953125"
17/04/2017 11:28:11,"-119,318000793457"
17/04/2017 11:28:12,"-117,198997497559"
17/04/2017 11:32:35,"-117,15299987793"
17/04/2017 11:32:36,-120
17/04/2017 11:32:41,-120
17/04/2017 11:32:42,"-117,208000183105"
17/04/2017 11:33:11,"-117,040000915527"
17/04/2017 11:33:12,"-119,584999084473"
17/04/2017 11:33:17,"-119,584999084473"
17/04/2017 11:43:18,-120
17/04/2017 11:53:18,-120
17/04/2017 12:03:18,-120
17/04/2017 12:13:18,-120
17/04/2017 12:23:18,-120
17/04/2017 12:33:19,-120
17/04/2017 12:43:20,-120
17/04/2017 12:53:21,-120
17/04/2017 13:03:21,-120
17/04/2017 13:13:21,-120
17/04/2017 13:23:22,-120
17/04/2017 13:33:22,-120
17/04/2017 13:43:23,-120
17/04/2017 13:53:23,-120
17/04/2017 14:03:23,-120
17/04/2017 14:13:23,-120
17/04/2017 14:23:23,-120
17/04/2017 14:33:24,-120
17/04/2017 14:43:25,-120
17/04/2017 14:53:26,-120
17/04/2017 15:03:27,-120
17/04/2017 15:13:28,-120
17/04/2017 15:23:28,-120
17/04/2017 15:33:28,-120
17/04/2017 15:43:29,-120
17/04/2017 15:53:29,-120
17/04/2017 16:03:30,-120
17/04/2017 16:13:31,-120
17/04/2017 16:23:31,-120
17/04/2017 16:33:31,-120
17/04/2017 16:43:31,-120
17/04/2017 16:53:31,-120
17/04/2017 17:03:32,-120
