"data","valor"
17/04/2017 10:28:47,"-15,0159997940063"
17/04/2017 10:29:17,"-14,2580003738403"
17/04/2017 10:29:47,"-14,7700004577637"
17/04/2017 10:30:11,"-14,0220003128052"
17/04/2017 10:30:41,"-14,5430002212524"
17/04/2017 10:31:05,"-13,798999786377"
17/04/2017 10:31:35,"-14,3179998397827"
17/04/2017 10:32:05,"-13,576000213623"
17/04/2017 10:32:29,"-14,076000213623"
17/04/2017 10:32:59,"-13,3170003890991"
17/04/2017 10:33:29,"-13,8330001831055"
17/04/2017 10:33:53,"-13,0799999237061"
17/04/2017 10:34:23,"-13,6000003814697"
17/04/2017 10:34:47,"-12,8660001754761"
17/04/2017 10:35:17,"-13,3889999389648"
17/04/2017 10:35:41,"-12,6269998550415"
17/04/2017 10:36:11,"-13,1359996795654"
17/04/2017 10:36:36,"-12,3760004043579"
17/04/2017 10:37:11,"-12,8970003128052"
17/04/2017 10:37:36,"-12,1070003509521"
17/04/2017 10:38:06,"-12,6479997634888"
17/04/2017 10:38:35,"-11,8959999084473"
17/04/2017 10:39:00,"-12,423999786377"
17/04/2017 10:39:05,"-11,9280004501343"
17/04/2017 10:39:30,"-11,6700000762939"
17/04/2017 10:40:00,"-12,1829996109009"
17/04/2017 10:40:30,"-11,4230003356934"
17/04/2017 10:41:00,"-11,9200000762939"
17/04/2017 10:41:24,"-11,1420001983643"
17/04/2017 10:41:54,"-11,6940002441406"
17/04/2017 10:42:17,"-10,9320001602173"
17/04/2017 10:42:47,"-11,4930000305176"
17/04/2017 10:43:11,"-10,7229995727539"
17/04/2017 10:43:41,"-11,2250003814697"
17/04/2017 10:44:05,"-10,4820003509521"
17/04/2017 10:44:35,"-10,9879999160767"
17/04/2017 10:44:53,"-10,206000328064"
17/04/2017 10:45:05,"-10,201000213623"
17/04/2017 10:45:41,"-10,7399997711182"
17/04/2017 10:46:05,"-9,95499992370606"
17/04/2017 10:46:35,"-10,5349998474121"
17/04/2017 10:47:05,"-9,73999977111816"
17/04/2017 10:47:29,"-10,246000289917"
17/04/2017 10:47:59,"-9,51200008392334"
17/04/2017 10:48:23,"-10,0570001602173"
17/04/2017 10:48:29,"-9,47799968719482"
17/04/2017 10:48:53,"-9,19999980926514"
17/04/2017 10:49:23,"-9,76799964904785"
17/04/2017 10:49:47,"-9,02400016784668"
17/04/2017 10:50:17,"-9,56099987030029"
17/04/2017 10:50:41,"-8,78800010681152"
17/04/2017 10:51:11,"-9,31999969482422"
17/04/2017 10:51:35,"-8,57699966430664"
17/04/2017 10:52:05,"-9,10599994659424"
17/04/2017 10:52:29,"-8,27799987792969"
17/04/2017 10:52:59,"-8,85200023651123"
17/04/2017 10:53:23,"-8,07999992370606"
17/04/2017 10:53:53,"-8,63399982452393"
17/04/2017 10:54:17,"-7,85400009155273"
17/04/2017 10:54:47,"-8,38500022888184"
17/04/2017 10:55:17,"-7,61800003051758"
17/04/2017 10:55:41,"-8,13000011444092"
17/04/2017 10:55:47,"-7,61299991607666"
